timestamp,eth_type,ip_src,ip_dst,ip_proto,ip_ttl,ip_id,ip_flags,ip_len,ip_tos,ip_version,ip_frag_offset,src_port,dst_port,tcp_flags,tcp_seq,tcp_ack,tcp_window,tcp_urgent,udp_sport,udp_dport,udp_len,udp_checksum,icmp_type,icmp_code,icmp_id,icmp_seq,packet_length,transport_protocol,tcp_options_len,Label_multi,Label_binary
1757670190.7444868,0x8,192.168.20.10,192.168.20.13,1,64,51319,DF,84,0,4,0,,,,,,,,,,,,8.0,0.0,53035.0,1.0,100,ICMP,,normal,0
1757670190.7445,0x8,192.168.20.10,192.168.20.13,1,64,51319,DF,84,0,4,0,,,,,,,,,,,,8.0,0.0,53035.0,1.0,100,ICMP,,normal,0
1757670190.7445118,0x0,192.168.20.13,192.168.20.10,1,64,25148,,84,0,4,0,,,,,,,,,,,,0.0,0.0,53035.0,1.0,100,ICMP,,normal,0
1757670190.744515,0x0,192.168.20.13,192.168.20.10,1,64,25148,,84,0,4,0,,,,,,,,,,,,0.0,0.0,53035.0,1.0,100,ICMP,,normal,0
1757670190.745866,0x8,192.168.20.13,192.168.20.10,1,64,25149,DF,84,0,4,0,,,,,,,,,,,,8.0,0.0,53036.0,1.0,100,ICMP,,normal,0
1757670190.745875,0x8,192.168.20.13,192.168.20.10,1,64,25149,DF,84,0,4,0,,,,,,,,,,,,8.0,0.0,53036.0,1.0,100,ICMP,,normal,0
1757670190.745884,0x0,192.168.20.10,192.168.20.13,1,64,51320,,84,0,4,0,,,,,,,,,,,,0.0,0.0,53036.0,1.0,100,ICMP,,normal,0
1757670190.7458868,0x0,192.168.20.10,192.168.20.13,1,64,51320,,84,0,4,0,,,,,,,,,,,,0.0,0.0,53036.0,1.0,100,ICMP,,normal,0
1757670191.303772,,192.168.20.11,192.168.20.13,6,64,1,,40,0,4,0,51243.0,12345.0,S,45806.0,0.0,8192.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757670191.303786,,192.168.20.11,192.168.20.13,6,64,1,,40,0,4,0,51243.0,12345.0,S,45806.0,0.0,8192.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757670191.303801,,192.168.20.13,192.168.20.11,6,64,0,DF,40,0,4,0,12345.0,51243.0,RA,0.0,45807.0,0.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757670191.303804,,192.168.20.13,192.168.20.11,6,64,0,DF,40,0,4,0,12345.0,51243.0,RA,0.0,45807.0,0.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757670191.98839,,192.168.20.13,192.168.20.11,6,64,1,,40,0,4,0,12345.0,51243.0,SA,47006.0,5544.0,8192.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757670191.988501,,192.168.20.13,192.168.20.11,6,64,1,,40,0,4,0,12345.0,51243.0,SA,47006.0,5544.0,8192.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757670191.988516,,192.168.20.11,192.168.20.13,6,64,0,DF,40,0,4,0,51243.0,12345.0,R,5544.0,0.0,0.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757670191.988519,,192.168.20.11,192.168.20.13,6,64,0,DF,40,0,4,0,51243.0,12345.0,R,5544.0,0.0,0.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757670192.647588,,192.168.20.11,192.168.20.13,6,64,1,,40,0,4,0,51243.0,12345.0,A,15938.0,42269.0,8192.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757670192.6476,,192.168.20.11,192.168.20.13,6,64,1,,40,0,4,0,51243.0,12345.0,A,15938.0,42269.0,8192.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757670192.647614,,192.168.20.13,192.168.20.11,6,64,0,DF,40,0,4,0,12345.0,51243.0,R,42269.0,0.0,0.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757670192.647617,,192.168.20.13,192.168.20.11,6,64,0,DF,40,0,4,0,12345.0,51243.0,R,42269.0,0.0,0.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757670193.342453,,192.168.20.11,192.168.20.13,6,64,1,,640,0,4,0,51243.0,12345.0,PA,62997.0,17839.0,8192.0,0.0,,,,,,,,,656,TCP,0.0,normal,0
1757670193.342468,,192.168.20.11,192.168.20.13,6,64,1,,640,0,4,0,51243.0,12345.0,PA,62997.0,17839.0,8192.0,0.0,,,,,,,,,656,TCP,0.0,normal,0
1757670193.342484,,192.168.20.13,192.168.20.11,6,64,0,DF,40,0,4,0,12345.0,51243.0,R,17839.0,0.0,0.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
