timestamp,eth_type,ip_src,ip_dst,ip_proto,ip_ttl,ip_id,ip_flags,ip_len,ip_tos,ip_version,ip_frag_offset,src_port,dst_port,tcp_flags,tcp_seq,tcp_ack,tcp_window,tcp_urgent,udp_sport,udp_dport,udp_len,udp_checksum,icmp_type,icmp_code,icmp_id,icmp_seq,packet_length,transport_protocol,tcp_options_len,Label_multi,Label_binary
1757670538.119425,,192.168.159.139,192.168.159.2,17,64,2212,DF,85,0,4,0,,,,,,,,44676.0,53.0,65.0,49201.0,,,,,101,UDP,,normal,0
1757670538.119525,,192.168.159.139,192.168.159.2,17,64,59283,DF,85,0,4,0,,,,,,,,48375.0,53.0,65.0,49201.0,,,,,101,UDP,,normal,0
1757670540.190141,0x8,192.168.20.10,192.168.20.13,1,64,62142,DF,84,0,4,0,,,,,,,,,,,,8.0,0.0,54954.0,1.0,100,ICMP,,normal,0
1757670540.1901538,0x8,192.168.20.10,192.168.20.13,1,64,62142,DF,84,0,4,0,,,,,,,,,,,,8.0,0.0,54954.0,1.0,100,ICMP,,normal,0
1757670540.190168,0x0,192.168.20.13,192.168.20.10,1,64,23020,,84,0,4,0,,,,,,,,,,,,0.0,0.0,54954.0,1.0,100,ICMP,,normal,0
1757670540.190171,0x0,192.168.20.13,192.168.20.10,1,64,23020,,84,0,4,0,,,,,,,,,,,,0.0,0.0,54954.0,1.0,100,ICMP,,normal,0
1757670540.191665,0x8,192.168.20.13,192.168.20.10,1,64,23021,DF,84,0,4,0,,,,,,,,,,,,8.0,0.0,54955.0,1.0,100,ICMP,,normal,0
1757670540.191675,0x8,192.168.20.13,192.168.20.10,1,64,23021,DF,84,0,4,0,,,,,,,,,,,,8.0,0.0,54955.0,1.0,100,ICMP,,normal,0
1757670540.191686,0x0,192.168.20.10,192.168.20.13,1,64,62143,,84,0,4,0,,,,,,,,,,,,0.0,0.0,54955.0,1.0,100,ICMP,,normal,0
1757670540.191689,0x0,192.168.20.10,192.168.20.13,1,64,62143,,84,0,4,0,,,,,,,,,,,,0.0,0.0,54955.0,1.0,100,ICMP,,normal,0
1757670540.768492,,192.168.20.11,192.168.20.13,6,64,1,,40,0,4,0,35009.0,12345.0,S,52713.0,0.0,8192.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757670540.768505,,192.168.20.11,192.168.20.13,6,64,1,,40,0,4,0,35009.0,12345.0,S,52713.0,0.0,8192.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757670540.768518,,192.168.20.13,192.168.20.11,6,64,0,DF,40,0,4,0,12345.0,35009.0,RA,0.0,52714.0,0.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757670540.768521,,192.168.20.13,192.168.20.11,6,64,0,DF,40,0,4,0,12345.0,35009.0,RA,0.0,52714.0,0.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757670541.121976,,192.168.159.139,192.168.159.2,17,64,17869,DF,73,0,4,0,,,,,,,,55508.0,53.0,53.0,49189.0,,,,,89,UDP,,normal,0
1757670541.12209,,192.168.159.139,192.168.159.2,17,64,6991,DF,73,0,4,0,,,,,,,,38319.0,53.0,53.0,49189.0,,,,,89,UDP,,normal,0
1757670541.442216,,192.168.20.13,192.168.20.11,6,64,1,,40,0,4,0,12345.0,35009.0,SA,14952.0,38090.0,8192.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
