timestamp,eth_type,ip_src,ip_dst,ip_proto,ip_ttl,ip_id,ip_flags,ip_len,ip_tos,ip_version,ip_frag_offset,src_port,dst_port,tcp_flags,tcp_seq,tcp_ack,tcp_window,tcp_urgent,udp_sport,udp_dport,udp_len,udp_checksum,icmp_type,icmp_code,icmp_id,icmp_seq,packet_length,transport_protocol,tcp_options_len,Label_multi,Label_binary
1757673498.728022,0x8,192.168.20.10,192.168.20.13,1,64,9702,DF,84,0,4,0,,,,,,,,,,,,8.0,0.0,6938.0,1.0,100,ICMP,,normal,0
1757673498.728035,0x8,192.168.20.10,192.168.20.13,1,64,9702,DF,84,0,4,0,,,,,,,,,,,,8.0,0.0,6938.0,1.0,100,ICMP,,normal,0
1757673498.728049,0x0,192.168.20.13,192.168.20.10,1,64,35545,,84,0,4,0,,,,,,,,,,,,0.0,0.0,6938.0,1.0,100,ICMP,,normal,0
1757673498.728051,0x0,192.168.20.13,192.168.20.10,1,64,35545,,84,0,4,0,,,,,,,,,,,,0.0,0.0,6938.0,1.0,100,ICMP,,normal,0
1757673498.729475,0x8,192.168.20.13,192.168.20.10,1,64,35546,DF,84,0,4,0,,,,,,,,,,,,8.0,0.0,6939.0,1.0,100,ICMP,,normal,0
1757673498.729485,0x8,192.168.20.13,192.168.20.10,1,64,35546,DF,84,0,4,0,,,,,,,,,,,,8.0,0.0,6939.0,1.0,100,ICMP,,normal,0
1757673498.729493,0x0,192.168.20.10,192.168.20.13,1,64,9703,,84,0,4,0,,,,,,,,,,,,0.0,0.0,6939.0,1.0,100,ICMP,,normal,0
1757673498.729496,0x0,192.168.20.10,192.168.20.13,1,64,9703,,84,0,4,0,,,,,,,,,,,,0.0,0.0,6939.0,1.0,100,ICMP,,normal,0
1757673499.004103,,192.168.159.1,192.168.159.255,17,128,33750,,229,0,4,0,,,,,,,,138.0,138.0,209.0,55482.0,,,,,245,UDP,,normal,0
1757673499.311543,,192.168.20.11,192.168.20.13,6,64,1,,40,0,4,0,19635.0,12345.0,S,32697.0,0.0,8192.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757673499.311554,,192.168.20.11,192.168.20.13,6,64,1,,40,0,4,0,19635.0,12345.0,S,32697.0,0.0,8192.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757673499.311566,,192.168.20.13,192.168.20.11,6,64,0,DF,40,0,4,0,12345.0,19635.0,RA,0.0,32698.0,0.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757673499.311569,,192.168.20.13,192.168.20.11,6,64,0,DF,40,0,4,0,12345.0,19635.0,RA,0.0,32698.0,0.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757673499.971726,,192.168.20.13,192.168.20.11,6,64,1,,40,0,4,0,12345.0,19635.0,SA,31583.0,40199.0,8192.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757673499.971741,,192.168.20.13,192.168.20.11,6,64,1,,40,0,4,0,12345.0,19635.0,SA,31583.0,40199.0,8192.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757673499.971755,,192.168.20.11,192.168.20.13,6,64,0,DF,40,0,4,0,19635.0,12345.0,R,40199.0,0.0,0.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757673499.971758,,192.168.20.11,192.168.20.13,6,64,0,DF,40,0,4,0,19635.0,12345.0,R,40199.0,0.0,0.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757673500.6231859,,192.168.20.11,192.168.20.13,6,64,1,,40,0,4,0,19635.0,12345.0,A,28285.0,52190.0,8192.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757673500.623199,,192.168.20.11,192.168.20.13,6,64,1,,40,0,4,0,19635.0,12345.0,A,28285.0,52190.0,8192.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757673500.6232119,,192.168.20.13,192.168.20.11,6,64,0,DF,40,0,4,0,12345.0,19635.0,R,52190.0,0.0,0.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757673500.623215,,192.168.20.13,192.168.20.11,6,64,0,DF,40,0,4,0,12345.0,19635.0,R,52190.0,0.0,0.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
