timestamp,eth_type,ip_src,ip_dst,ip_proto,ip_ttl,ip_id,ip_flags,ip_len,ip_tos,ip_version,ip_frag_offset,src_port,dst_port,tcp_flags,tcp_seq,tcp_ack,tcp_window,tcp_urgent,udp_sport,udp_dport,udp_len,udp_checksum,icmp_type,icmp_code,icmp_id,icmp_seq,packet_length,transport_protocol,tcp_options_len,Label_multi,Label_binary
1757667226.814068,0x8,192.168.20.10,192.168.20.13,1,64,17699,DF,84,0,4,0,,,,,,,,,,,,8.0,0.0,36135.0,1.0,100,ICMP,,normal,0
1757667226.8140821,0x8,192.168.20.10,192.168.20.13,1,64,17699,DF,84,0,4,0,,,,,,,,,,,,8.0,0.0,36135.0,1.0,100,ICMP,,normal,0
1757667226.8140962,0x0,192.168.20.13,192.168.20.10,1,64,63939,,84,0,4,0,,,,,,,,,,,,0.0,0.0,36135.0,1.0,100,ICMP,,normal,0
1757667226.814099,0x0,192.168.20.13,192.168.20.10,1,64,63939,,84,0,4,0,,,,,,,,,,,,0.0,0.0,36135.0,1.0,100,ICMP,,normal,0
1757667226.81567,0x8,192.168.20.13,192.168.20.10,1,64,63940,DF,84,0,4,0,,,,,,,,,,,,8.0,0.0,36136.0,1.0,100,ICMP,,normal,0
1757667226.815682,0x8,192.168.20.13,192.168.20.10,1,64,63940,DF,84,0,4,0,,,,,,,,,,,,8.0,0.0,36136.0,1.0,100,ICMP,,normal,0
1757667226.815692,0x0,192.168.20.10,192.168.20.13,1,64,17700,,84,0,4,0,,,,,,,,,,,,0.0,0.0,36136.0,1.0,100,ICMP,,normal,0
1757667226.8156948,0x0,192.168.20.10,192.168.20.13,1,64,17700,,84,0,4,0,,,,,,,,,,,,0.0,0.0,36136.0,1.0,100,ICMP,,normal,0
1757667227.3823519,,192.168.20.11,192.168.20.13,6,64,1,,40,0,4,0,6539.0,12345.0,S,4658.0,0.0,8192.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757667227.382364,,192.168.20.11,192.168.20.13,6,64,1,,40,0,4,0,6539.0,12345.0,S,4658.0,0.0,8192.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757667227.3823779,,192.168.20.13,192.168.20.11,6,64,0,DF,40,0,4,0,12345.0,6539.0,RA,0.0,4659.0,0.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757667227.382381,,192.168.20.13,192.168.20.11,6,64,0,DF,40,0,4,0,12345.0,6539.0,RA,0.0,4659.0,0.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757667228.102907,,192.168.20.13,192.168.20.11,6,64,1,,40,0,4,0,12345.0,6539.0,SA,6396.0,10184.0,8192.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757667228.1029189,,192.168.20.13,192.168.20.11,6,64,1,,40,0,4,0,12345.0,6539.0,SA,6396.0,10184.0,8192.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
