timestamp,switch_id,table_id,cookie,priority,in_port,eth_src,eth_dst,out_port,packet_count,byte_count,duration_sec,duration_nsec,avg_pkt_size,pkt_rate,byte_rate,Label_multi,Label_binary
1758236757.0694826,1,0,0,0,,,,,54,4132,17,105000000,76.51851851851852,3.1569716457176265,241.56679333528209,normal,0
1758236757.079406,1,0,0,0,,,,,54,4132,17,105000000,76.51851851851852,3.1569716457176265,241.56679333528209,normal,0
1758236757.0822313,1,0,0,0,,,,,54,4132,17,105000000,76.51851851851852,3.1569716457176265,241.56679333528209,normal,0
1758236757.0843322,1,0,0,0,,,,,54,4132,17,105000000,76.51851851851852,3.1569716457176265,241.56679333528209,normal,0
1758236757.086177,1,0,0,0,,,,,54,4132,17,105000000,76.51851851851852,3.1569716457176265,241.56679333528209,normal,0
1758236757.0880075,1,0,0,0,,,,,54,4132,17,105000000,76.51851851851852,3.1569716457176265,241.56679333528209,normal,0
1758236757.0898156,1,0,0,0,,,,,54,4132,17,105000000,76.51851851851852,3.1569716457176265,241.56679333528209,normal,0
1758236757.0916245,1,0,0,0,,,,,54,4132,17,105000000,76.51851851851852,3.1569716457176265,241.56679333528209,normal,0
1758236757.093433,1,0,0,0,,,,,54,4132,17,105000000,76.51851851851852,3.1569716457176265,241.56679333528209,normal,0
1758236757.0953212,1,0,0,0,,,,,54,4132,17,105000000,76.51851851851852,3.1569716457176265,241.56679333528209,normal,0
1758236757.0971527,1,0,0,0,,,,,54,4132,17,105000000,76.51851851851852,3.1569716457176265,241.56679333528209,normal,0
1758236757.5643895,1,0,0,0,,,,,54,4132,17,105000000,76.51851851851852,3.1569716457176265,241.56679333528209,normal,0
1758236758.064022,1,0,0,0,,,,,54,4132,17,105000000,76.51851851851852,3.1569716457176265,241.56679333528209,normal,0
1758236758.5636196,1,0,0,0,,,,,54,4132,17,105000000,76.51851851851852,3.1569716457176265,241.56679333528209,normal,0
1758236759.0597327,1,0,0,10,,,,,9,882,7,60000000,98.0,1.274787535410765,124.92917847025497,normal,0
1758236759.0597327,1,0,0,10,,,,,9,882,7,58000000,98.0,1.2751487673561916,124.96457920090677,normal,0
1758236759.0597327,1,0,0,10,,,,,9,882,7,54000000,98.0,1.27587184576127,125.03544088460447,normal,0
1758236759.0597327,1,0,0,10,,,,,10,980,7,50000000,98.0,1.4184397163120568,139.00709219858157,normal,0
1758236759.0597327,1,0,0,10,,,,,9,882,7,47000000,98.0,1.277139208173691,125.15964240102171,normal,0
1758236759.0597327,1,0,0,10,,,,,9,882,7,43000000,98.0,1.277864546358086,125.23072554309243,normal,0
1758236759.0597327,1,0,0,0,,,,,64,4832,27,108000000,75.5,2.3609266637155084,178.24996311052087,normal,0
1758236759.5593295,1,0,0,10,,,,,9,882,7,60000000,98.0,1.274787535410765,124.92917847025497,normal,0
1758236759.5593295,1,0,0,10,,,,,9,882,7,58000000,98.0,1.2751487673561916,124.96457920090677,normal,0
1758236759.5593295,1,0,0,10,,,,,9,882,7,54000000,98.0,1.27587184576127,125.03544088460447,normal,0
1758236759.5593295,1,0,0,10,,,,,10,980,7,50000000,98.0,1.4184397163120568,139.00709219858157,normal,0
1758236759.5593295,1,0,0,10,,,,,9,882,7,47000000,98.0,1.277139208173691,125.15964240102171,normal,0
1758236759.5593295,1,0,0,10,,,,,9,882,7,43000000,98.0,1.277864546358086,125.23072554309243,normal,0
1758236759.5593295,1,0,0,0,,,,,64,4832,27,108000000,75.5,2.3609266637155084,178.24996311052087,normal,0
1758236760.0589557,1,0,0,10,,,,,9,882,7,60000000,98.0,1.274787535410765,124.92917847025497,normal,0
1758236760.0589557,1,0,0,10,,,,,9,882,7,58000000,98.0,1.2751487673561916,124.96457920090677,normal,0
1758236760.0589557,1,0,0,10,,,,,9,882,7,54000000,98.0,1.27587184576127,125.03544088460447,normal,0
1758236760.0589557,1,0,0,10,,,,,10,980,7,50000000,98.0,1.4184397163120568,139.00709219858157,normal,0
1758236760.0589557,1,0,0,10,,,,,9,882,7,47000000,98.0,1.277139208173691,125.15964240102171,normal,0
1758236760.0589557,1,0,0,10,,,,,9,882,7,43000000,98.0,1.277864546358086,125.23072554309243,normal,0
1758236760.0589557,1,0,0,0,,,,,64,4832,27,108000000,75.5,2.3609266637155084,178.24996311052087,normal,0
1758236760.565156,1,0,0,10,,,,,9,882,7,60000000,98.0,1.274787535410765,124.92917847025497,normal,0
1758236760.565156,1,0,0,10,,,,,9,882,7,58000000,98.0,1.2751487673561916,124.96457920090677,normal,0
1758236760.565156,1,0,0,10,,,,,9,882,7,54000000,98.0,1.27587184576127,125.03544088460447,normal,0
1758236760.565156,1,0,0,10,,,,,10,980,7,50000000,98.0,1.4184397163120568,139.00709219858157,normal,0
1758236760.565156,1,0,0,10,,,,,9,882,7,47000000,98.0,1.277139208173691,125.15964240102171,normal,0
1758236760.565156,1,0,0,10,,,,,9,882,7,43000000,98.0,1.277864546358086,125.23072554309243,normal,0
1758236760.565156,1,0,0,0,,,,,64,4832,27,108000000,75.5,2.3609266637155084,178.24996311052087,normal,0
1758236761.0592299,1,0,0,10,,,,,9,882,7,60000000,98.0,1.274787535410765,124.92917847025497,normal,0
1758236761.0592299,1,0,0,10,,,,,9,882,7,58000000,98.0,1.2751487673561916,124.96457920090677,normal,0
1758236761.0592299,1,0,0,10,,,,,9,882,7,54000000,98.0,1.27587184576127,125.03544088460447,normal,0
1758236761.0592299,1,0,0,10,,,,,10,980,7,50000000,98.0,1.4184397163120568,139.00709219858157,normal,0
1758236761.0592299,1,0,0,10,,,,,9,882,7,47000000,98.0,1.277139208173691,125.15964240102171,normal,0
1758236761.0592299,1,0,0,10,,,,,9,882,7,43000000,98.0,1.277864546358086,125.23072554309243,normal,0
1758236761.0592299,1,0,0,0,,,,,64,4832,27,108000000,75.5,2.3609266637155084,178.24996311052087,normal,0
1758236761.5639963,1,0,0,10,,,,,9,882,7,60000000,98.0,1.274787535410765,124.92917847025497,normal,0
1758236761.5639963,1,0,0,10,,,,,9,882,7,58000000,98.0,1.2751487673561916,124.96457920090677,normal,0
1758236761.5639963,1,0,0,10,,,,,9,882,7,54000000,98.0,1.27587184576127,125.03544088460447,normal,0
1758236761.5639963,1,0,0,10,,,,,10,980,7,50000000,98.0,1.4184397163120568,139.00709219858157,normal,0
1758236761.5639963,1,0,0,10,,,,,9,882,7,47000000,98.0,1.277139208173691,125.15964240102171,normal,0
1758236761.5639963,1,0,0,10,,,,,9,882,7,43000000,98.0,1.277864546358086,125.23072554309243,normal,0
1758236761.5639963,1,0,0,0,,,,,64,4832,27,108000000,75.5,2.3609266637155084,178.24996311052087,normal,0
1758236762.0647237,1,0,0,10,,,,,9,882,7,60000000,98.0,1.274787535410765,124.92917847025497,normal,0
1758236762.0647237,1,0,0,10,,,,,9,882,7,58000000,98.0,1.2751487673561916,124.96457920090677,normal,0
1758236762.0647237,1,0,0,10,,,,,9,882,7,54000000,98.0,1.27587184576127,125.03544088460447,normal,0
1758236762.0647237,1,0,0,10,,,,,10,980,7,50000000,98.0,1.4184397163120568,139.00709219858157,normal,0
1758236762.0647237,1,0,0,10,,,,,9,882,7,47000000,98.0,1.277139208173691,125.15964240102171,normal,0
1758236762.0647237,1,0,0,10,,,,,9,882,7,43000000,98.0,1.277864546358086,125.23072554309243,normal,0
1758236762.0647237,1,0,0,0,,,,,64,4832,27,108000000,75.5,2.3609266637155084,178.24996311052087,normal,0
1758236762.5611787,1,0,0,10,,,,,9,882,7,60000000,98.0,1.274787535410765,124.92917847025497,normal,0
1758236762.5611787,1,0,0,10,,,,,9,882,7,58000000,98.0,1.2751487673561916,124.96457920090677,normal,0
1758236762.5611787,1,0,0,10,,,,,9,882,7,54000000,98.0,1.27587184576127,125.03544088460447,normal,0
1758236762.5611787,1,0,0,10,,,,,10,980,7,50000000,98.0,1.4184397163120568,139.00709219858157,normal,0
1758236762.5611787,1,0,0,10,,,,,9,882,7,47000000,98.0,1.277139208173691,125.15964240102171,normal,0
1758236762.5611787,1,0,0,10,,,,,9,882,7,43000000,98.0,1.277864546358086,125.23072554309243,normal,0
1758236762.5611787,1,0,0,0,,,,,64,4832,27,108000000,75.5,2.3609266637155084,178.24996311052087,normal,0
1758236763.0651846,1,0,0,10,,,,,9,882,7,60000000,98.0,1.274787535410765,124.92917847025497,normal,0
1758236763.0651846,1,0,0,10,,,,,9,882,7,58000000,98.0,1.2751487673561916,124.96457920090677,normal,0
1758236763.0651846,1,0,0,10,,,,,9,882,7,54000000,98.0,1.27587184576127,125.03544088460447,normal,0
1758236763.0651846,1,0,0,10,,,,,10,980,7,50000000,98.0,1.4184397163120568,139.00709219858157,normal,0
1758236763.0651846,1,0,0,10,,,,,9,882,7,47000000,98.0,1.277139208173691,125.15964240102171,normal,0
1758236763.0651846,1,0,0,10,,,,,9,882,7,43000000,98.0,1.277864546358086,125.23072554309243,normal,0
1758236763.0651846,1,0,0,0,,,,,64,4832,27,108000000,75.5,2.3609266637155084,178.24996311052087,normal,0
1758236763.560947,1,0,0,10,,,,,9,882,7,60000000,98.0,1.274787535410765,124.92917847025497,normal,0
1758236763.560947,1,0,0,10,,,,,9,882,7,58000000,98.0,1.2751487673561916,124.96457920090677,normal,0
1758236763.560947,1,0,0,10,,,,,9,882,7,54000000,98.0,1.27587184576127,125.03544088460447,normal,0
1758236763.560947,1,0,0,10,,,,,10,980,7,50000000,98.0,1.4184397163120568,139.00709219858157,normal,0
1758236763.560947,1,0,0,10,,,,,9,882,7,47000000,98.0,1.277139208173691,125.15964240102171,normal,0
1758236763.560947,1,0,0,10,,,,,9,882,7,43000000,98.0,1.277864546358086,125.23072554309243,normal,0
1758236763.560947,1,0,0,0,,,,,64,4832,27,108000000,75.5,2.3609266637155084,178.24996311052087,normal,0
1758236764.0649438,1,0,0,10,,,,,9,882,7,60000000,98.0,1.274787535410765,124.92917847025497,normal,0
1758236764.0649438,1,0,0,10,,,,,9,882,7,58000000,98.0,1.2751487673561916,124.96457920090677,normal,0
1758236764.0649438,1,0,0,10,,,,,9,882,7,54000000,98.0,1.27587184576127,125.03544088460447,normal,0
1758236764.0649438,1,0,0,10,,,,,10,980,7,50000000,98.0,1.4184397163120568,139.00709219858157,normal,0
1758236764.0649438,1,0,0,10,,,,,9,882,7,47000000,98.0,1.277139208173691,125.15964240102171,normal,0
1758236764.0649438,1,0,0,10,,,,,9,882,7,43000000,98.0,1.277864546358086,125.23072554309243,normal,0
1758236764.0649438,1,0,0,0,,,,,64,4832,27,108000000,75.5,2.3609266637155084,178.24996311052087,normal,0
1758236764.560794,1,0,0,10,,,,,9,882,7,60000000,98.0,1.274787535410765,124.92917847025497,normal,0
1758236764.560794,1,0,0,10,,,,,9,882,7,58000000,98.0,1.2751487673561916,124.96457920090677,normal,0
1758236764.560794,1,0,0,10,,,,,9,882,7,54000000,98.0,1.27587184576127,125.03544088460447,normal,0
1758236764.560794,1,0,0,10,,,,,10,980,7,50000000,98.0,1.4184397163120568,139.00709219858157,normal,0
1758236764.560794,1,0,0,10,,,,,9,882,7,47000000,98.0,1.277139208173691,125.15964240102171,normal,0
1758236764.560794,1,0,0,10,,,,,9,882,7,43000000,98.0,1.277864546358086,125.23072554309243,normal,0
1758236764.560794,1,0,0,0,,,,,64,4832,27,108000000,75.5,2.3609266637155084,178.24996311052087,normal,0
1758236765.0659204,1,0,0,10,,,,,9,882,7,60000000,98.0,1.274787535410765,124.92917847025497,normal,0
1758236765.0659204,1,0,0,10,,,,,9,882,7,58000000,98.0,1.2751487673561916,124.96457920090677,normal,0
1758236765.0659204,1,0,0,10,,,,,9,882,7,54000000,98.0,1.27587184576127,125.03544088460447,normal,0
1758236765.0659204,1,0,0,10,,,,,10,980,7,50000000,98.0,1.4184397163120568,139.00709219858157,normal,0
1758236765.0659204,1,0,0,10,,,,,9,882,7,47000000,98.0,1.277139208173691,125.15964240102171,normal,0
1758236765.0659204,1,0,0,10,,,,,9,882,7,43000000,98.0,1.277864546358086,125.23072554309243,normal,0
1758236765.0659204,1,0,0,0,,,,,64,4832,27,108000000,75.5,2.3609266637155084,178.24996311052087,normal,0
1758236765.561793,1,0,0,10,,,,,9,882,7,60000000,98.0,1.274787535410765,124.92917847025497,normal,0
1758236765.561793,1,0,0,10,,,,,9,882,7,58000000,98.0,1.2751487673561916,124.96457920090677,normal,0
1758236765.561793,1,0,0,10,,,,,9,882,7,54000000,98.0,1.27587184576127,125.03544088460447,normal,0
1758236765.561793,1,0,0,10,,,,,10,980,7,50000000,98.0,1.4184397163120568,139.00709219858157,normal,0
1758236765.561793,1,0,0,10,,,,,9,882,7,47000000,98.0,1.277139208173691,125.15964240102171,normal,0
1758236765.561793,1,0,0,10,,,,,9,882,7,43000000,98.0,1.277864546358086,125.23072554309243,normal,0
1758236765.561793,1,0,0,0,,,,,64,4832,27,108000000,75.5,2.3609266637155084,178.24996311052087,normal,0
1758236766.0634527,1,0,0,10,,,,,9,882,7,60000000,98.0,1.274787535410765,124.92917847025497,normal,0
1758236766.0634527,1,0,0,10,,,,,9,882,7,58000000,98.0,1.2751487673561916,124.96457920090677,normal,0
1758236766.0634527,1,0,0,10,,,,,9,882,7,54000000,98.0,1.27587184576127,125.03544088460447,normal,0
1758236766.0634527,1,0,0,10,,,,,10,980,7,50000000,98.0,1.4184397163120568,139.00709219858157,normal,0
