timestamp,eth_type,ip_src,ip_dst,ip_proto,ip_ttl,ip_id,ip_flags,ip_len,ip_tos,ip_version,ip_frag_offset,src_port,dst_port,tcp_flags,tcp_seq,tcp_ack,tcp_window,tcp_urgent,udp_sport,udp_dport,udp_len,udp_checksum,icmp_type,icmp_code,icmp_id,icmp_seq,packet_length,transport_protocol,tcp_options_len,Label_multi,Label_binary
1757678102.211707,0x8,192.168.20.10,192.168.20.13,1,64,21228,DF,84,0,4,0,,,,,,,,,,,,8.0,0.0,33525.0,1.0,100,ICMP,,normal,0
1757678102.211719,0x8,192.168.20.10,192.168.20.13,1,64,21228,DF,84,0,4,0,,,,,,,,,,,,8.0,0.0,33525.0,1.0,100,ICMP,,normal,0
1757678102.211733,0x0,192.168.20.13,192.168.20.10,1,64,53701,,84,0,4,0,,,,,,,,,,,,0.0,0.0,33525.0,1.0,100,ICMP,,normal,0
1757678102.211736,0x0,192.168.20.13,192.168.20.10,1,64,53701,,84,0,4,0,,,,,,,,,,,,0.0,0.0,33525.0,1.0,100,ICMP,,normal,0
1757678102.21307,0x8,192.168.20.13,192.168.20.10,1,64,53702,DF,84,0,4,0,,,,,,,,,,,,8.0,0.0,33526.0,1.0,100,ICMP,,normal,0
1757678102.213079,0x8,192.168.20.13,192.168.20.10,1,64,53702,DF,84,0,4,0,,,,,,,,,,,,8.0,0.0,33526.0,1.0,100,ICMP,,normal,0
1757678102.213088,0x0,192.168.20.10,192.168.20.13,1,64,21229,,84,0,4,0,,,,,,,,,,,,0.0,0.0,33526.0,1.0,100,ICMP,,normal,0
1757678102.21309,0x0,192.168.20.10,192.168.20.13,1,64,21229,,84,0,4,0,,,,,,,,,,,,0.0,0.0,33526.0,1.0,100,ICMP,,normal,0
1757678102.760013,,192.168.20.11,192.168.20.13,6,64,1,,40,0,4,0,25317.0,12345.0,S,45855.0,0.0,8192.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757678102.760026,,192.168.20.11,192.168.20.13,6,64,1,,40,0,4,0,25317.0,12345.0,S,45855.0,0.0,8192.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
1757678102.76004,,192.168.20.13,192.168.20.11,6,64,0,DF,40,0,4,0,12345.0,25317.0,RA,0.0,45856.0,0.0,0.0,,,,,,,,,56,TCP,0.0,normal,0
